ID;Nome;Incorporadora;Bairro;Cidade;UF;Endereco;Status;Area_Min_m2;Area_Max_m2;Preco_Min;Preco_Max;Quartos;Suites;Vagas;Previsao_Entrega;Contato_Nome;Telefone;Email;WhatsApp;Comissao_PJ_%;Comissao_PF_%;Total_Unidades;Andares;Estoque;Data_Lancamento;Descricao;Website;Qtd_Arquivos;Apresentacoes;Books;Folders;Tabelas;URL_Orulo
"25963";"Manhattan Residence";"Domum Construções";"Ingleses do Rio Vermelho";"Florianópolis";"SC";"Avenida Lions Internacional 500";"Pronto novo";"43.68";"78.02";"598000";"";"";"";"";"";"Jakellyni";"(48) 99611-0782";"assistentecomercial@domumconstrucoes.com.br";"(48) 99611-0782";"5";"5";"48";"";"12";"01/10/2021";"Moderno, completo, funcional e cheio de possibilidades! O Manhattan foi planejado nos mínimos detalhes para quem espera mais da vida e do bairro onde vai morar. Empreendimento será localizado na Aveni";"";"1";"";"";"";"Manhattan_Residence_Tabela_tabela_manhattan_residence_abril_2026.pdf";"https://www.orulo.com.br/buildings/25963"
"25965";"Santorini Residence";"Domum Construções";"Ingleses do Rio Vermelho";"Florianópolis";"SC";"Rua Mario Giocondo Crocetta 442";"Pronto novo";"66.96";"67.12";"740000";"";"";"";"";"";"Jakellyni";"(48) 99611-0782";"assistentecomercial@domumconstrucoes.com.br";"(48) 99611-0782";"5";"5";"23";"";"4";"01/08/2021";"O Santorini é o exemplo de toda a qualidade construtiva e conceito de viver bem. Conveniência para uma vida mais tranquila, este projeto exclusivo possui apenas 23 apartamentos. O acabamento de alto n";"";"1";"";"";"";"Santorini_Residence_Tabela_tabela_santorini_residence_abril_2026.pdf";"https://www.orulo.com.br/buildings/25965"
"28377";"Urban";"Lumis Construtora";"Centro";"Florianópolis";"SC";"Rua Desembargador Urbano Salles 99";"Pronto novo";"80.33";"117.01";"1615464.92";"";"";"";"";"";"Mack Carvalho";"(48) 99855-5454";"marcelo.rocha@grupolumis.com.br";"(48) 99855-5454";"4.5";"";"41";"";"6";"01/09/2021";"Quem é atual prefere viver ao lado de shoppings, lojas, serviços e ter fácil acesso a vários lugares ao mesmo tempo. Quando você consegue reunir todos esses benefícios a uma proposta alinhada com seu ";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/28377"
"29742";"Horizon Beach - Residencial";"Borchaitt Construtora e Incorporadora";"Várzea";"Itapema";"SC";"Rua 714 130";"Em construção";"66.6";"70";"795204.57";"";"";"";"";"";"Eduarda";"47 9639-3924";"";"47 9639-3924";"";"";"90";"";"8";"01/04/2022";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Horizon_Beach_-_Residencial_Tabela_tabela_horizon_beach_-_residencial_abril_2026.pdf";"https://www.orulo.com.br/buildings/29742"
"31817";"Residencial Vivaz";"MC Construtora";"Meia Praia";"Itapema";"SC";"Rua 280 572";"Pronto novo";"130";"185";"1770000";"";"";"";"";"";"Jessica";"(48) 9 9807-4728";"mcincorporadoratj@gmail.com";"(48) 9 9807-4728";"";"";"36";"";"14";"01/01/2022";"Apartamentos de 3 suítes com 130,50m² com face leste e área de lazer completa com 650m². Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Residencial_Vivaz_Tabela_tabela_residencial_vivaz_abril_2026.pdf";"https://www.orulo.com.br/buildings/31817"
"34854";"Grand Vittoria";"Herde Construtora";"Centro";"Itapema";"SC";"Rua 139 138";"Em construção";"225";"225";"4850000";"";"";"";"";"";"Rafael ";"(47) 99716-3231";"";"(47) 99716-3231";"";"";"28";"";"1";"01/06/2022";"O Gran Vittoria é mais do que um condomínio vertical de residências suspensas; é um símbolo da beleza perfeita. Um ícone impressionante em um ambiente de vida sublime. Representando essa combinação in";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/34854"
"36967";"Authentique";"Agnes Construção";"Jurerê";"Florianópolis";"SC";"Rua Jornalista Haroldo Callado 175";"Pronto novo";"195.01";"195.01";"10000000";"";"";"";"";"";"Isabela";"(48) 9919-2518";"atendimento@agnesconstrucao.com";"(48) 9919-2518";"5";"";"5";"";"1";"01/10/2022";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/36967"
"37260";"Cartago Residence";"Cartajan Empreendimentos";"Meia Praia";"Itapema";"SC";"Avenida 3° 542";"Pronto novo";"87";"87";"1519717";"";"";"";"";"";"Marcelo ";"(48) 99925-9198";"construtoracartajan@gmail.com";"(48) 99925-9198";"";"";"8";"";"2";"01/11/2021";"Cartago Residence inspira modernidade e o requinte do estilo contemporâneo. Sua proposta arquitetônica possui linhas simples, porém marcantes, proporcionando a sensação de conforto e aconchego. Seu de";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/37260"
"37829";"Turin Residenziale";"MC Construtora";"Perequê";"Porto Belo";"SC";"Rua Francisco Aguiar 460";"Em construção";"116.6";"116.6";"1750000";"";"";"";"";"";"Jessica";"(48) 9 9807-4728";"mcincorporadoratj@gmail.com";"(48) 9 9807-4728";"";"";"36";"";"3";"01/08/2022";"Empreendimento em Balneário Perequê com 25 andares. Apartamentos de 2 e 3 suítes com 81 e 116m² com face sul e área de lazer completa com 450m² a 400 metros do mar e 290 metros da Meia Praia. Preço e ";"";"1";"";"";"";"Turin_Residenziale_Tabela_tabela_turin_residenziale_abril_2026.pdf";"https://www.orulo.com.br/buildings/37829"
"38398";"Belle Époque";"Artcon Empreendimentos";"Perequê";"Porto Belo";"SC";"Rua Dorvalino Voltolini 579";"Em construção";"122";"122";"2520000";"";"";"";"";"";"Francklin";"(45) 9923-0898";"";"(45) 9923-0898";"5";"";"36";"";"3";"01/08/2022";"A reinterpretação do estilo de vida boêmio, traduzindo na delicadeza da arquitetura francesa. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/38398"
"38399";"Artcon Towers";"Artcon Empreendimentos";"Perequê";"Porto Belo";"SC";"Rua Alcides Cláudio Sgrot 173";"Em construção";"118";"118";"2360000";"";"";"";"";"";"Francklin";"(45) 9923-0898";"";"(45) 9923-0898";"5";"";"118";"";"1";"01/10/2022";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. 120 metros do mar. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/38399"
"38400";"Península";"Artcon Empreendimentos";"Perequê";"Porto Belo";"SC";"Avenida Dorvalino Voltolini 432";"Em construção";"133";"137";"2370000";"";"";"";"";"";"Francklin";"(45) 9923-0898";"";"(45) 9923-0898";"5";"";"40";"";"5";"01/07/2022";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/38400"
"38617";"Moai - Residencial";"GK Empreendimentos";"Canto Grande";"Bombinhas";"SC";"Avenida Aroeira da Praia 2024";"Em construção";"111.9";"164.7";"2249000";"";"";"";"";"";"Diogo";"(47) 99146-0228";"";"(47) 99146-0228";"";"";"29";"";"7";"01/02/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Moai_-_Residencial_Tabela_tabela_moai_-_residencial_abril_2026.pdf";"https://www.orulo.com.br/buildings/38617"
"38619";"Residencial do Vale";"C&C";"Fazenda";"Itajaí";"SC";"Rua José Marçal Dutra 84";"Pronto novo";"44.41";"49.55";"690000";"";"";"";"";"";"Sérgio Monteiro";"47 98838-1692";"comercial@ccconstrutorasc.com.br";"47 98838-1692";"";"";"32";"";"3";"01/12/2022";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/38619"
"39036";"Habitah Praia Brava";"CK Construções e Empreendimentos";"Praia Brava de Itajaí";"Itajaí";"SC";"Avenida Osvaldo Reis 3450";"Em construção";"63.77";"71.14";"1334198.05";"";"";"";"";"";"Central de Vendas";"(47) 99266-2499";"comercial@construtorack.com.br";"(47) 99266-2499";"5";"";"232";"";"8";"01/07/2022";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/39036"
"39168";"Du Centre - Residencial";"Agnes Construção";"Ingleses do Rio Vermelho";"Florianópolis";"SC";"Rua das Dunas 118";"Em construção";"74.58";"125";"1090000";"";"";"";"";"";"Isabela";"(48) 9919-2518";"atendimento@agnesconstrucao.com";"(48) 9919-2518";"5";"";"49";"";"11";"01/04/2022";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/39168"
"40192";"Villa Toscana";"Fusão Construtora";"Nova Palhoça";"Palhoça";"SC";"Rua Orlando João da Rosa 121";"Pronto novo";"43.85";"99.44";"585787";"";"";"";"";"";"Carolina Aizemberg";"(48) 98844-5005";"contato@fusaoconstrutora.com.br";"(48) 98844-5005";"5";"5";"10";"";"3";"01/01/2023";"Conheça o novo endereço que vai encantar a Palhoça More em condomínio fechado no bairro Nova Palhoça, com vista para o Morro do Cambirela, em uma região residencial tranquila e com completa infraestru";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/40192"
"40193";"Villa Florença";"Fusão Construtora";"Nova Palhoça";"Palhoça";"SC";"Avenida Aleixo Alves de Souza 892";"Pronto novo";"98.17";"99.23";"629901";"";"";"";"";"";"Carolina Aizemberg";"(48) 98844-5005";"contato@fusaoconstrutora.com.br";"(48) 98844-5005";"5";"5";"6";"";"2";"01/01/2022";"Conheça o novo endereço que vai encantar a Palhoça More em condomínio fechado no bairro Nova Palhoça, com vista para o Morro do Cambirela, em uma região residencial tranquila e com completa infraestru";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/40193"
"41966";"Unique Tower";"Estrucon Engenharia";"Centro";"Balneário Camboriú";"SC";"Rua 2850 268";"Pronto novo";"118.9";"227";"2680000";"";"";"";"";"";"Antonio ";"(47) 99136-5100";"";"(47) 99136-5100";"";"";"18";"";"2";"10/10/2019";"Infraestrutura completa, com piscina, churrasqueira, solarium, portão eletrônico e muito mais para o seu conforto. Unidades com 2 ou mais vagas de automóvel. A partir de 250m². Preço e disponibilidade";"";"1";"";"";"";"Unique_Tower_Tabela_tabela_unique_tower_abril_2026.pdf";"https://www.orulo.com.br/buildings/41966"
"42467";"Magna Tower";"Heil Construtora";"Centro";"Itapema";"SC";"Avenida Nereu Ramos 880";"Em construção";"238.43";"238.43";"3963000";"";"";"";"";"";"Comercial ";"(47) 99737-0044";"";"(47) 99737-0044";"";"";"70";"";"30";"01/03/2023";"Com uma história de mais de 30 anos no ramo imobiliário, o Magna Tower reúne toda a experiência e compromisso com a qualidade no desenvolvimento de projetos residenciais, aliados ao design exclusivo e";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/42467"
"42849";"Urbe Residence";"CK Construções e Empreendimentos";"São Judas";"Itajaí";"SC";"Rua José Tedeo 97";"Em construção";"68.04";"87.36";"780797.95";"";"";"";"";"";"Central de Vendas";"(47) 99266-2499";"comercial@construtorack.com.br";"(47) 99266-2499";"5";"";"40";"";"11";"01/03/2023";"Perfeito para quem busca praticidade, o Urbe Residence é o empreendimento ideal para quem busca qualidade de vida, ótima localização e infraestrutura. Localizado em um bairro residencial de Itajaí, vo";"";"1";"";"";"";"Urbe_Residence_Tabela_tabela_urbe_residence_abril_2026.pdf";"https://www.orulo.com.br/buildings/42849"
"43120";"Live Lumis Cacupé";"Lumis Construtora";"Cacupé";"Florianópolis";"SC";"Estrada Haroldo Soares Glavan 607";"Em construção";"76.04";"141.55";"1284249.3";"";"";"";"";"";"Mack Carvalho";"(48) 99855-5454";"marcelo.rocha@grupolumis.com.br";"(48) 99855-5454";"4.5";"";"78";"";"21";"01/04/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/43120"
"44257";"Evely Residencial";"Estrucon Engenharia";"Centro";"Balneário Camboriú";"SC";"Rua 1950 216";"Pronto novo";"502";"502";"5953888.02";"";"";"";"";"";"Antonio ";"(47) 99136-5100";"";"(47) 99136-5100";"";"";"16";"";"1";"01/02/2015";"Localizado no litoral catarinense, na praia de Balneário Camboriú, com um projeto moderno e inovador, todos os ambientes foram criados pensando no seu bem estar e de sua família. O nosso mais novo emp";"";"1";"";"";"";"Evely_Residencial_Tabela_tabela_evely_residencial_abril_2026.pdf";"https://www.orulo.com.br/buildings/44257"
"46564";"Campo Di Florença";"Excellence";"Perequê";"Porto Belo";"SC";"Rua Saul Lauro de Souza 194";"Em construção";"66";"70";"827899.5";"";"";"";"";"";"Flávia ";"(47) 99264-4435";"";"(47) 99264-4435";"";"";"80";"";"10";"01/01/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/46564"
"47807";"Mondrian";"Fusão Construtora";"Nova Palhoça";"Palhoça";"SC";"Rua Janete Marilda de Souza 88";"Pronto novo";"69.29";"69.96";"431782";"";"";"";"";"";"Carolina Aizemberg";"(48) 98844-5005";"contato@fusaoconstrutora.com.br";"(48) 98844-5005";"5";"5";"22";"";"11";"01/09/2023";"Conheça o novo endereço que vai encantar a Palhoça. More em um apartamento de 3 dormitórios com suíte num bairro com infraestrutura, lazer e vista para o Morro do Cambirela. O bairro Nova Palhoça é um";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/47807"
"48674";"Horizon Beach - Lojas";"Borchaitt Construtora e Incorporadora";"Várzea";"Itapema";"SC";"Rua 714 130";"Em construção";"76";"104.4";"872709.68";"";"";"";"";"";"Eduarda";"47 9639-3924";"";"47 9639-3924";"";"";"4";"";"3";"01/03/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Horizon_Beach_-_Lojas_Tabela_tabela_horizon_beach_-_lojas_abril_2026.pdf";"https://www.orulo.com.br/buildings/48674"
"49838";"Skyline Tower";"MC Construtora";"Perequê";"Porto Belo";"SC";"Avenida João Manoel Jacques 155";"Em construção";"141.55";"153.85";"2350000";"";"";"";"";"";"Jessica";"(48) 9 9807-4728";"mcincorporadoratj@gmail.com";"(48) 9 9807-4728";"";"";"48";"";"31";"01/10/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Skyline_Tower_Tabela_tabela_skyline_tower_abril_2026.pdf";"https://www.orulo.com.br/buildings/49838"
"49840";"VOSS Residence";"Lumis Construtora";"Perequê";"Porto Belo";"SC";"Rua Egídio Cuculo 100";"Em construção";"88.02";"124.44";"1422660.39";"";"";"";"";"";"Mack Carvalho";"(48) 99855-5454";"marcelo.rocha@grupolumis.com.br";"(48) 99855-5454";"4.5";"";"60";"";"32";"01/10/2023";"Um novo conceito em morar para Porto Belo, Balneário Perequê. A apenas 150 metros do mar, o VOSS Residence é o empreendimento pensado em cada detalhe para você viver os melhores momentos da sua vida. ";"";"1";"";"";"";"VOSS_Residence_Tabela_tabela_voss_residence_abril_2026.pdf";"https://www.orulo.com.br/buildings/49840"
"50711";"La Vie";"MC Construtora";"Perequê";"Porto Belo";"SC";"Rua Felipe Sestren 245";"Em construção";"66.85";"86.35";"880000";"";"";"";"";"";"Jessica";"(48) 9 9807-4728";"mcincorporadoratj@gmail.com";"(48) 9 9807-4728";"";"";"84";"";"42";"01/10/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"La_Vie_Tabela_tabela_la_vie_abril_2026.pdf";"https://www.orulo.com.br/buildings/50711"
"51125";"Alicante Casa";"Mac Incorporadora";"Centro";"Balneário Camboriú";"SC";"Rua 1141 237";"Em construção";"190.91";"381.82";"4230000";"";"";"";"";"";"Kelly";"(47) 99977-6222";"contato@incorporadoramac.com.br";"(47) 99977-6222";"";"";"26";"";"17";"01/11/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/51125"
"51375";"Prime Tower Residence";"LSC Construtora";"Centro";"Itapema";"SC";"Rua 132 180";"Em construção";"129.32";"133.92";"2257089.45";"";"";"";"";"";"Wemilly Prado ";"(47) 99648-3068";"";"(47) 99648-3068";"";"";"49";"";"16";"01/05/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/51375"
"51376";"Dr. Sabóia";"LSC Construtora";"Morretes";"Itapema";"SC";"Rua 406 28";"Em construção";"69.23";"69.9";"890327.35";"";"";"";"";"";"Wemilly Prado ";"(47) 99648-3068";"";"(47) 99648-3068";"";"";"60";"";"9";"01/05/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/51376"
"51414";"Fiorini Residenziale";"LSC Construtora";"Tabuleiro dos Oliveiras";"Itapema";"SC";"Rua 615 25";"Pronto novo";"69.61";"69.61";"1140000";"";"";"";"";"";"Wemilly Prado ";"(47) 99648-3068";"";"(47) 99648-3068";"";"";"90";"";"1";"01/08/2022";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/51414"
"51580";"Kensington Palace";"Artcon Empreendimentos";"Perequê";"Porto Belo";"SC";"Rua Felix Walendowsky 166";"Em construção";"138.33";"172.87";"2330000";"";"";"";"";"";"Francklin";"(45) 9923-0898";"";"(45) 9923-0898";"5";"";"72";"";"4";"01/09/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/51580"
"52321";"Gran Lunare";"Dvalle Empreendimentos";"Morretes";"Itapema";"SC";"Rua 432 37";"Em construção";"62.5";"69.4";"873046";"";"";"";"";"";"Luana	";"(47) 9927-6601";"contato@dvalleempreendimentos.com.br";"(47) 9927-6601";"";"";"90";"";"8";"01/12/2023";"A energia do litoral nos renova a cada dia! Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/52321"
"54277";"Galeria 54";"Scottá Construtora";"Ingleses do Rio Vermelho";"Florianópolis";"SC";"Rua Peixe Rei 54";"Pronto novo";"59.32";"59.54";"1144250";"";"";"";"";"";"Bernardo";"(48) 99198-3736";"";"(48) 99198-3736";"";"";"24";"";"3";"01/01/2023";"Sustentável, moderno com uma exuberante vista para o mar. Mais que um lugar para morar, o Galeria 54 é um lugar para você viver experiências. Preço e disponibilidade do imóvel sujeitos a alteração sem";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/54277"
"54278";"Greenview";"Scottá Construtora";"Ingleses do Rio Vermelho";"Florianópolis";"SC";"Rua Recanto do Sol 574";"Pronto novo";"68.34";"170.63";"939250.17";"";"";"";"";"";"Bernardo";"(48) 99198-3736";"";"(48) 99198-3736";"";"";"27";"";"6";"01/12/2021";"Arquitetura mid-century modern e harmônica, respeitando a sustentabilidade e o bem estar da sua família. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/54278"
"55696";"Tajahy Residence";"Fontanive SC";"Fazenda";"Itajaí";"SC";"Rua José Corrêa 143";"Em construção";"55.05";"72.76";"783400.86";"";"";"";"";"";"Manuela";"(41) 99846-4936";"house@fontanive.com.br";"(41) 99846-4936";"4";"";"64";"";"27";"22/04/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Tajahy_Residence_Tabela_tabela_tajahy_residence_abril_2026.pdf";"https://www.orulo.com.br/buildings/55696"
"56572";"BOSC Ecovillage";"Hantei Empreendimentos";"Saco Grande";"Florianópolis";"SC";"Rodovia José Carlos Daux 4939";"Em construção";"34.01";"55.39";"663091.02";"";"";"";"";"";"Ronnie Carlos - Gerente de Vendas de Parcerias ";"(48) 99147-6021";"vendas@hantei.com.br";"(48) 99147-6021";"5";"";"458";"";"79";"01/10/2024";"Localizado na SC-401, principal eixo tecnológico e de crescimento de Florianópolis, o empreendimento está no norte da ilha, próximo a polos de inovação, praias e ampla infraestrutura urbana. Studios e";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/56572"
