ID;Nome;Incorporadora;Bairro;Cidade;UF;Endereco;Status;Area_Min_m2;Area_Max_m2;Preco_Min;Preco_Max;Quartos;Suites;Vagas;Previsao_Entrega;Contato_Nome;Telefone;Email;WhatsApp;Comissao_PJ_%;Comissao_PF_%;Total_Unidades;Andares;Estoque;Data_Lancamento;Descricao;Website;Qtd_Arquivos;Apresentacoes;Books;Folders;Tabelas;URL_Orulo
"1743";"Sense Botanic";"Exto";"Morumbi";"São Paulo";"SP";"Rua Nelson Gama de Oliveira 1361";"Pronto novo";"117.28";"152.69";"917000";"";"";"";"";"";"Alexandre Oliveira";"(11) 99901-4188";"alexandre.oliveira@exto.com.br";"(11) 99901-4188";"4";"3";"194";"";"2";"01/11/2011";"Um empreendimento com tudo o que você e sua família precisam a poucos metros do Shopping Jardim Sul. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Sense_Botanic_Tabela_tabela_sense_botanic_abril_2026.pdf";"https://www.orulo.com.br/buildings/1743"
"1803";"Authentic Madalena";"Exto";"Vila Madalena";"São Paulo";"SP";"Rua Paulistânia 111";"Pronto novo";"110.8";"128.4";"1560000";"";"";"";"";"";"Alexandre Oliveira";"(11) 99901-4188";"alexandre.oliveira@exto.com.br";"(11) 99901-4188";"4";"3";"112";"";"2";"01/11/2016";"Moderno é ser autêntico, como o lugar que você escolheu para viver! O empreendimento se destaca pela arquitetura e surpreende pelos ambientes de lazer, trazendo apartamentos com plantas inteligentes, ";"";"1";"";"";"";"Authentic_Madalena_Tabela_tabela_authentic_madalena_abril_2026.pdf";"https://www.orulo.com.br/buildings/1803"
"1850";"Provenance Morumbi";"Exto";"Morumbi";"São Paulo";"SP";"Rua Carvalho de Freitas 420";"Pronto novo";"128.8";"247.39";"1192000";"";"";"";"";"";"Alexandre Oliveira";"(11) 99901-4188";"alexandre.oliveira@exto.com.br";"(11) 99901-4188";"6";"5";"72";"";"5";"01/10/2016";"Localizado ao lado dos Shoppings Jardim Sul e Morumbi Town, o empreendimento apresenta um projeto que irá surpreender você e a sua família. Uma nova categoria de apartamentos de alto padrão. Bem-vindo";"";"1";"";"";"";"Provenance_Morumbi_Tabela_tabela_provenance_morumbi_abril_2026.pdf";"https://www.orulo.com.br/buildings/1850"
"2062";"VN Melo Alves - Residencial";"Vitacon";"Cerqueira César";"São Paulo";"SP";"Rua Melo Alves 268";"Pronto novo";"30.7";"30.7";"1035109.29";"";"";"";"";"";"Vitacon Parcerias";"(11) 97506-5592";"parceiros@vitacon.com.br";"(11) 97506-5592";"4";"3";"152";"";"2";"24/03/2018";"Fique em sintonia com a sofisticação e o charme do Jardins, o bairro mais cobiçado e charmoso de São Paulo, aonde as tendência nascem e a valorização é constante. O bairro dos Jardins é um dos mais no";"";"1";"";"";"";"VN_Melo_Alves_-_Residencial_Tabela_tabela_vn_melo_alves_-_residencial_abril_2026.pdf";"https://www.orulo.com.br/buildings/2062"
"2246";"Green Work Boullevard";"EZTEC";"Jabaquara";"São Paulo";"SP";"Avenida Engenheiro Armando Arruda Pereira 2937";"Pronto novo";"48.17";"48.17";"338200";"";"";"";"";"";"Eztec - Parcerias";"(11) 50568-331_";"parcerias@tecvendas.com.br";"(11) 50568-331_";"3.9";"2.3";"378";"";"1";"01/07/2012";"Esse empreendimento é um complexo empresarial inédito localizado a poucos minutos da estação de metrô Jabaquara. Repleto de diferenciais exclusivos com mix de lojas de conveniência e um boulevard de p";"";"2";"";"";"";"Green_Work_Boullevard_Tabela_tabela_green_work_boullevard_abril_2026.pdf | Green_Work_Boullevard_Tabela_tabela_green_work_boullevard_abril_2026_disponibilidade.pdf";"https://www.orulo.com.br/buildings/2246"
"2587";"Raízes do Parque";"Caucaso";"Vila Mariana";"São Paulo";"SP";"Rua Capitão Macedo 30";"Pronto novo";"113.54";"113.54";"1888470";"";"";"";"";"";"Tânia Araujo";"(11) 98179-8016";"parceria@caucaso.com.br";"(11) 98179-8016";"4.3";"3";"38";"";"5";"01/03/2017";"Um projeto surpreendente a poucos minutos do Parque do Ibirapuera. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"Razes_do_Parque_Apresentação_Apresentacao_raizes_do_parque_2.pdf";"";"";"";"https://www.orulo.com.br/buildings/2587"
"2596";"Invite Klabin";"Caucaso";"Vila Mariana";"São Paulo";"SP";"Rua Dionísio da Costa 155";"Pronto novo";"44.74";"44.74";"743420";"";"";"";"";"";"Tânia Araujo";"(11) 98179-8016";"parceria@caucaso.com.br";"(11) 98179-8016";"4.3";"3";"64";"";"7";"01/10/2014";"Invite Klabin - 45m² - vaga livre e fixa - depósito. Um projeto completo para você, sinta-se convidado para um novo estilo de vida!    Preço e disponibilidade do imóvel sujeitos a alteração sem aviso ";"";"1";"Invite_Klabin_Apresentação_Apresentacao_invite_klabin.pdf";"";"";"";"https://www.orulo.com.br/buildings/2596"
"2864";"Only Cidade Jardim";"Exto";"Morumbi";"São Paulo";"SP";"Rua Ulysses Reis de Mattos 100";"Pronto novo";"211.72";"252.38";"4556764.61";"";"";"";"";"";"Alexandre Oliveira";"(11) 99901-4188";"alexandre.oliveira@exto.com.br";"(11) 99901-4188";"6";"5";"180";"";"7";"01/11/2018";"O empreendimento está localizado em uma das áreas mais nobres da cidade, junto aos principais empreendimentos ao longo do Rio Pinheiros, em frente ao principal cartão postal paulistano, a Ponte Estaia";"";"1";"";"";"";"Only_Cidade_Jardim_Tabela_tabela_only_cidade_jardim_abril_2026.pdf";"https://www.orulo.com.br/buildings/2864"
"3044";"VN Frei Caneca - Residencial";"Vitacon";"Consolação";"São Paulo";"SP";"Rua Frei Caneca 645";"Pronto novo";"21.18";"36.2";"430000";"";"";"";"";"";"Vitacon Parcerias";"(11) 97506-5592";"parceiros@vitacon.com.br";"(11) 97506-5592";"4";"3";"261";"";"2";"12/12/2018";"Morar passa a ser um lifestyle completo. Esse empreendimento é uma nova referência de moradia. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"VN_Frei_Caneca_-_Residencial_Tabela_tabela_vn_frei_caneca_-_residencial_abril_2026.pdf";"https://www.orulo.com.br/buildings/3044"
"3045";"VN Consolação";"Vitacon";"Consolação";"São Paulo";"SP";"Rua da Consolação 297";"Pronto novo";"32.43";"32.43";"555076.78";"";"";"";"";"";"Vitacon Parcerias";"(11) 97506-5592";"parceiros@vitacon.com.br";"(11) 97506-5592";"4";"3";"272";"";"1";"21/12/2018";"Não é sobre morar, é sobre investir em um novo estilo de vida. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"VN_Consolao_Tabela_tabela_vn_consolacao_abril_2026.pdf";"https://www.orulo.com.br/buildings/3045"
"3099";"O Parque Pétala";"Gamaro";"Brooklin Paulista";"São Paulo";"SP";"Avenida Roque Petroni Júnior 630";"Pronto novo";"163.62";"197.72";"4127677.38";"";"";"";"";"";"Anderson Pimentel";"(11)98242-0996";"anderson.pimentel@gamaro.com.br";"(11)98242-0996";"4";"3";"168";"";"8";"31/12/2018";"Num conceito inovador e contextualizado, a incorporadora traz a proposta de morar dentro de um parque de 25 mil metros quadrados, aberto à população, porém com toda a tecnologia e segurança, proporcio";"";"1";"";"";"";"O_Parque_Ptala_Tabela_tabela_o_parque_petala_abril_2026.pdf";"https://www.orulo.com.br/buildings/3099"
"3650";"VN Millennium Faria Lima";"Vitacon";"Itaim Bibi";"São Paulo";"SP";"Rua Chilon 184";"Pronto novo";"42.17";"177.82";"1573218.04";"";"";"";"";"";"Vitacon Parcerias";"(11) 97506-5592";"parceiros@vitacon.com.br";"(11) 97506-5592";"4";"3";"392";"";"17";"15/06/2019";"Imagine viver ou investir em um lugar que é o primeiro em seu gênero. São duas torres com acessos e áreas de lazer independentes. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévi";"";"1";"";"";"";"VN_Millennium_Faria_Lima_Tabela_tabela_vn_millennium_faria_lima_abril_2026.pdf";"https://www.orulo.com.br/buildings/3650"
"3783";"K360 Humberto I - Comercial";"Hatti";"Vila Mariana";"São Paulo";"SP";"Rua Humberto I 115";"Pronto novo";"34.51";"124.15";"481414.5";"";"";"";"";"";"Rosa Socrate";"(11) 98174-0000";"rosa.socrate@hatti-di.com.br";"(11) 98174-0000";"4";"2.5";"36";"";"24";"01/05/2019";"Nasce um novo estilo de vida 360°, totalmente conectado aos sonhos e ao seu tempo. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"K360_Humberto_I_-_Comercial_Tabela_tabela_k360_humberto_i_-_comercial_marco_2026.pdf";"https://www.orulo.com.br/buildings/3783"
"3845";"Soho Paraíso";"Constrac";"Paraíso";"São Paulo";"SP";"Rua Afonso de Freitas 349";"Pronto novo";"64.96";"64.96";"1593070.02";"";"";"";"";"";"Ana - Central de parcerias ";"(11) 96139-7174";"parcerias@imobconstrac.com.br";"(11) 96139-7174";"3.9";"2.5";"144";"";"1";"01/04/2019";"- Apartamento 65m2, com Suíte, Varanda Gourmet, com 1 Vaga. * Ideal para quem almeja renda imediata e alta de locação (médicos dos Hospitais no entorno). *Visita ao Empreendimento mediante agendamento";"";"2";"";"Soho_Paraso_Book_Book_soho_paraiso.pdf";"";"Soho_Paraso_Tabela_tabela_soho_paraiso_abril_2026.pdf";"https://www.orulo.com.br/buildings/3845"
"4004";"VN UENO";"Vitacon";"Bela Vista";"São Paulo";"SP";"Rua Barata Ribeiro 108";"Pronto novo";"21.69";"110.26";"1";"";"";"";"";"";"Vitacon Parcerias";"(11) 97506-5592";"parceiros@vitacon.com.br";"(11) 97506-5592";"4";"3";"431";"";"4";"21/09/2019";"Studios de 15 a 24m². Uma nova experiência em moradia inteligente para investir na Bela Vista. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"VN_UENO_Tabela_tabela_vn_ueno_abril_2026.pdf";"https://www.orulo.com.br/buildings/4004"
"4144";"Heaven Design - Residencial";"Archtech";"Saúde";"São Paulo";"SP";"Rua Ituxi 104";"Pronto novo";"66.12";"68.32";"704900";"";"";"";"";"";"Tiago Araujo";"(11) 99874-7524";"parcerias@archtechvendas.com.br";"(11) 99874-7524";"4";"3";"140";"";"20";"30/10/2019";"O empreendimento supera as suas expectativas em mobilidade, já que está a apenas 350m da estação Saúde do metrô, da linha azul, e a 9 minutos da estação Santa Cruz, das linhas azul e lilás. E para amp";"";"1";"";"";"";"Heaven_Design_-_Residencial_Tabela_tabela_heaven_design_-_residencial_abril_2026.pdf";"https://www.orulo.com.br/buildings/4144"
"4145";"Heaven Design - Casas";"Archtech";"Saúde";"São Paulo";"SP";"Rua Ituxi 104";"Pronto novo";"64.43";"74.48";"665200";"";"";"";"";"";"Tiago Araujo";"(11) 99874-7524";"parcerias@archtechvendas.com.br";"(11) 99874-7524";"4";"3";"15";"";"10";"30/10/2019";"O empreendimento supera as suas expectativas em mobilidade, já que está a apenas 350m da estação Saúde do metrô, da linha azul, e a 9 minutos da estação Santa Cruz, das linhas azul e lilás. E para amp";"";"1";"";"";"";"Heaven_Design_-_Casas_Tabela_tabela_heaven_design_-_casas_abril_2026.pdf";"https://www.orulo.com.br/buildings/4145"
"4189";"Link Vila Mariana - Residencial";"Concord";"Vila Mariana";"São Paulo";"SP";"Rua Correia de Lemos 286";"Pronto novo";"28";"43.12";"397000";"";"";"";"";"";"Pedro Orio";"11 966774570";"pedro@concordimoveis.com.br";"11 966774570";"4";"3";"120";"";"12";"28/09/2019";"Studios e 1 dormitório no Link Vila Mariana: praticidade e estilo no melhor da zona sul Localizado em uma das regiões mais conectadas de São Paulo, o Link Vila Mariana oferece studios e apartamentos d";"";"2";"";"";"";"Link_Vila_Mariana_-_Residencial_Tabela_tabela_link_vila_mariana_-_residencial_marco_2026.pdf | Link_Vila_Mariana_-_Residencial_Tabela_tabela_link_vila_mariana_-_residencial_marco_2026_disponibilidade.pdf";"https://www.orulo.com.br/buildings/4189"
"4190";"Link Vila Mariana - Comercial";"Concord";"Vila Mariana";"São Paulo";"SP";"Rua Correia de Lemos 286";"Pronto novo";"29.35";"29.35";"366000";"";"";"";"";"";"Pedro Orio";"11 966774570";"pedro@concordimoveis.com.br";"11 966774570";"4";"3";"22";"";"2";"28/09/2019";"Salas comerciais no Link Vila Mariana: localização estratégica e infraestrutura de alto padrão Em um dos bairros mais desejados de São Paulo, o Link Vila Mariana oferece salas comerciais com estrutura";"";"2";"";"";"";"Link_Vila_Mariana_-_Comercial_Tabela_tabela_link_vila_mariana_-_comercial_marco_2026.pdf | Link_Vila_Mariana_-_Comercial_Tabela_tabela_link_vila_mariana_-_comercial_marco_2026_disponibilidade.pdf";"https://www.orulo.com.br/buildings/4190"
"4375";"Lina Jardins - Residencial";"Paes & Gregori SP";"Jardim Paulista";"São Paulo";"SP";"Rua Joaquim Eugenio de Lima 697";"Pronto novo";"145.76";"361.47";"4889254.17";"";"";"";"";"";"Diretoria Erica Saito";"(11) 97460-4441";"parcerias@paesegregori.com.br";"";"4";"3";"24";"";"2";"05/10/2019";"Apartamentos no Jardins de 143 e 145 m², com 3 dormitórios sendo 1 ou 3 suítes, conjuntos comerciais e loja. Jardins: Comprar apartamento na planta no Jardins, região nobre da cidade de São Paulo, é g";"";"1";"";"";"";"Lina_Jardins_-_Residencial_Tabela_tabela_lina_jardins_-_residencial_abril_2026.pdf";"https://www.orulo.com.br/buildings/4375"
"4377";"Lina Jardins - Comercial";"Paes & Gregori SP";"Jardim Paulista";"São Paulo";"SP";"Rua Joaquim Eugenio de Lima 697";"Pronto novo";"27.26";"39.64";"680658.85";"";"";"";"";"";"Diretoria Erica Saito";"(11) 97460-4441";"parcerias@paesegregori.com.br";"";"6";"6";"12";"";"11";"05/10/2019";"Conjuntos comerciais e loja. No Jardins, região nobre da cidade de São Paulo, é garantir todas essas qualidades em um dos bairros mais desejados pelos paulistanos, pela ótima qualidade de vida ofereci";"";"1";"";"";"";"Lina_Jardins_-_Comercial_Tabela_tabela_lina_jardins_-_comercial_abril_2026.pdf";"https://www.orulo.com.br/buildings/4377"
"4379";"Lina Jardins - Lojas";"Paes & Gregori SP";"Jardim Paulista";"São Paulo";"SP";"Rua Joaquim Eugenio de Lima 697";"Pronto novo";"171.4";"171.4";"4934636.13";"";"";"";"";"";"Diretoria Erica Saito";"(11) 97460-4441";"parcerias@paesegregori.com.br";"";"6";"6";"1";"";"1";"05/10/2019";"Conjuntos comerciais e loja. No Jardins, região nobre da cidade de São Paulo, é garantir todas essas qualidades em um dos bairros mais desejados pelos paulistanos, pela ótima qualidade de vida ofereci";"";"1";"";"";"";"Lina_Jardins_-_Lojas_Tabela_tabela_lina_jardins_-_lojas_abril_2026.pdf";"https://www.orulo.com.br/buildings/4379"
"4427";"Onze22 - Lojas";"Idea! Zarvos";"Vila Madalena";"São Paulo";"SP";"Rua Agissê 287";"Pronto novo";"391.06";"682.29";"3193100";"";"";"";"";"";"Parcerias Idea!Zarvos ";"(11) 95213-8673";"parcerias@ideazarvos.com.br";"(11) 95213-8673";"6";"";"2";"";"2";"01/04/2019";"O Onze22 é um dos endereços mais icônicos da Vila Madalena, assinado pelo escritório Triptyque. Apresente aos seus clientes que buscam entorno arborizado, pois o prédio fica em frente a uma praça. Pro";"";"1";"";"";"";"Onze22_-_Lojas_Tabela_tabela_onze22_-_lojas_abril_2026.pdf";"https://www.orulo.com.br/buildings/4427"
"4571";"Onze22 - Residencial";"Idea! Zarvos";"Vila Madalena";"São Paulo";"SP";"Rua Agissê 287";"Pronto novo";"62.57";"62.57";"1353700";"";"";"";"";"";"Parcerias Idea!Zarvos ";"(11) 95213-8673";"parcerias@ideazarvos.com.br";"(11) 95213-8673";"6";"";"243";"";"1";"01/04/2019";"O Onze22 é um dos endereços mais icônicos da Vila Madalena, assinado pelo escritório Triptyque. Apresente aos seus clientes que buscam entorno arborizado, pois o prédio fica em frente a uma praça. Pro";"";"1";"";"";"";"Onze22_-_Residencial_Tabela_tabela_onze22_-_residencial_abril_2026.pdf";"https://www.orulo.com.br/buildings/4571"
"4941";"ON Lorena - Residencial";"Vitacon";"Jardim Paulista";"São Paulo";"SP";"Alameda Lorena 718";"Pronto novo";"20.87";"20.87";"1";"";"";"";"";"";"Vitacon Parcerias";"(11) 97506-5592";"parceiros@vitacon.com.br";"(11) 97506-5592";"4";"3";"192";"";"1";"01/12/2019";"Investimento seguro para alugar por temporada nos Jardins. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"ON_Lorena_-_Residencial_Tabela_tabela_on_lorena_-_residencial_abril_2026.pdf";"https://www.orulo.com.br/buildings/4941"
"4969";"Inspire Ibirapuera";"Exto";"Vila Mariana";"São Paulo";"SP";"Rua Eça de Queiroz 247";"Pronto novo";"28.45";"38.8";"475316.16";"";"";"";"";"";"Alexandre Oliveira";"(11) 99901-4188";"alexandre.oliveira@exto.com.br";"(11) 99901-4188";"4";"3";"240";"";"13";"26/10/2019";"Uma nova experiência de viver a poucos passos do Parque Ibirapuera, no melhor lugar da Vila Mariana. O padrão de qualidade Exto para inspirar a Vila Mariana. Sinta a pulsação de São Paulo e viva inten";"";"1";"";"";"";"Inspire_Ibirapuera_Tabela_tabela_inspire_ibirapuera_abril_2026.pdf";"https://www.orulo.com.br/buildings/4969"
"5038";"ON Jurupis";"Vitacon";"Moema";"São Paulo";"SP";"Alameda dos Jurupis 700";"Pronto novo";"26.25";"85.04";"642096.41";"";"";"";"";"";"Vitacon Parcerias";"(11) 97506-5592";"parceiros@vitacon.com.br";"(11) 97506-5592";"4";"3";"384";"";"21";"01/05/2021";"Morar em Moema é ter tudo o que você precisa a poucos passos. O bairro está perto de vias importantes da cidade e conta com infraestrutura completa: escolas e faculdades, restaurantes e bares, hospita";"";"1";"";"";"";"ON_Jurupis_Tabela_tabela_on_jurupis_abril_2026.pdf";"https://www.orulo.com.br/buildings/5038"
"5052";"Expand Pinheiros";"Fraiha";"Pinheiros";"São Paulo";"SP";"Rua Cardeal Arco Verde 2958";"Pronto novo";"48.71";"73.68";"1705000";"";"";"";"";"";"Aline Moraes";"(11) 91850-0006";"aline.moraes@fraiha.com.br";"(11) 91850-0006";"4";"4";"144";"";"4";"30/01/2020";"Pinheiros é, basicamente, um polo em constante valorização, sendo referência em gastronomia, lazer, moda, negócios e mobilidade. É nesse endereço que encontra-se o Expand Pinheiros, ao lado do Shoppin";"";"1";"";"";"";"Expand_Pinheiros_Tabela_tabela_expand_pinheiros_marco_2026.pdf";"https://www.orulo.com.br/buildings/5052"
"5077";"Línea";"MPD SP Interior";"Centro";"Jundiaí";"SP";"Rua Vigário João José Rodrigues 480";"Pronto novo";"49";"49";"514500";"";"";"";"";"";"Mario Iazzetti";"(11) 97565-4499";"mario@associadotopbrk.com.br";"(11) 97565-4499";"4";"";"215";"";"1";"30/03/2014";"O mais moderno conceito de morar com exclusivo lazer na cobertura. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Lnea_Tabela_tabela_linea_marco_2026.pdf";"https://www.orulo.com.br/buildings/5077"
"5104";"Office Bethaville";"MPD SP";"Bethaville";"Barueri";"SP";"Avenida Trindade 254";"Pronto novo";"42.1";"45.62";"363226";"";"";"";"";"";"Josi";"(11) 98127-5797";"josi@mpdvendas.com.br";"(11) 98127-5797";"4";"3";"291";"";"3";"30/11/2011";"O novo polo econômico e administrativo de Barueri, cidade com um dos maiores índices de desenvolvimento da América Latina, renda per capita acima da média, IDH de 0,786. Às margens da Rodovia Castello";"";"1";"";"";"";"Office_Bethaville_Tabela_tabela_office_bethaville_marco_2026.pdf";"https://www.orulo.com.br/buildings/5104"
"5177";"ON Imarés";"Vitacon";"Moema";"São Paulo";"SP";"Avenida dos Imarés 318";"Pronto novo";"24.59";"25.54";"1";"";"";"";"";"";"Vitacon Parcerias";"(11) 97506-5592";"parceiros@vitacon.com.br";"(11) 97506-5592";"4";"3";"290";"";"2";"01/12/2019";"Studios inteligentes para mais praticidade, funcionalidade e mobilidade ao lado do metrô Eucaliptos. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"ON_Imars_Tabela_tabela_on_imares_abril_2026.pdf";"https://www.orulo.com.br/buildings/5177"
"5302";"Praça Henrique Monteiro";"Stan";"Pinheiros";"São Paulo";"SP";"Rua Henrique Monteiro 154";"Pronto novo";"232.5";"232.5";"8000000";"";"";"";"";"";"Michel Duarte";"(11) 94084-4041";"comercial@stan.com.br";"(11) 94084-4041";"4";"3";"68";"";"3";"30/01/2020";"Em uma curta e reservada travessa da Av. Faria Lima, onde o charmoso Jardim Paulistano encontra o contemporâneo Pinheiros. Tudo foi pensado: Arquitetura, Urbanismo, Design, Hotelaria, Gastronomia e Es";"";"1";"";"";"";"Praa_Henrique_Monteiro_Tabela_tabela_praca_henrique_monteiro_marco_2026.pdf";"https://www.orulo.com.br/buildings/5302"
